seconds,EDA
92,0.9995493639933888
282,0.9956864775979262
472,0.9984630655828928
662,1.0088060960832077
852,1.0182590056662222
1042,1.0217496093299
1232,1.0219215749821555
1422,1.0219317373875414
1612,1.0215085391709602
1802,1.0200237254560511
1992,1.0183478844640892
2182,1.0171102094691362
2372,1.0167200284682696
2562,1.0183441921402172
2752,1.0213004008379662
2942,1.0219983680471556
3132,1.0192169632910533
3322,1.0169389432008409
3512,1.0185760475432921
3702,1.0217795173746411
3892,1.0222574156813882
4082,1.0200249574488538
4272,1.0178053945337695
4462,1.0160754148582851
4652,1.0147156151835408
4842,1.0153639704663284
5032,1.0175069961337573
5222,1.0179614070447744
5412,1.0168703247514808
5602,1.0176950741123232
5792,1.020572593002923
5982,1.021770948322968
6172,1.0191239483428698
6362,1.01442505297691
6552,1.01240929875601
6742,1.016303866876899
6932,1.0219163139893412
7122,1.022071692021406
7312,1.0173737125225817
7502,1.0139392755301209
7692,1.0134350299814379
7882,1.0138482138120308
8072,1.0149944877925297
8262,1.0165794499445466
8452,1.0161701139713244
8642,1.0138362069302334
8832,1.0135701385803142
9022,1.0164147365518137
9212,1.017991297203149
9402,1.0160808118176334
9592,1.0140910000834324
9782,1.014536722181815
9972,1.0156017196329885
10162,1.0154305540240205
10352,1.0144862538560606
10542,1.0134739415319287
10732,1.0126892978393311
10922,1.0128895463429104
11112,1.0141736803314705
11302,1.0151561557775155
11492,1.0151196194047354
11682,1.015356611211491
11872,1.0172459518064694
12062,1.0203559427301865
12252,1.023052632841922
12442,1.024087932340916
12632,1.0229863123927525
12822,1.0201976459579307
13012,1.0177145113920916
13202,1.0176017896607337
13392,1.019464868119838
13582,1.0209671425286944
13772,1.0205230546340402
13962,1.0188804156506963
14152,1.0181466736519509
14342,1.0187226536467782
14532,1.018356304517379
14722,1.0158219852698973
14912,1.0131631980631373
15102,1.0119294315240852
15292,1.010936298997039
15482,1.010518652858152
15672,1.013147302117341
15862,1.017327060206508
16052,1.0183911746176746
16242,1.0164395156738997
16432,1.0158054998434756
16622,1.0170737032715071
16812,1.0165699287531682
17002,1.013565774477604
17192,1.0122110565421
17382,1.0147467022823795
17572,1.0175625325660709
17762,1.0172186885315508
17952,1.0157902672391153
18142,1.016341310075009
18332,1.0177386347069506
18522,1.0176853600829638
18712,1.0166430350429745
18902,1.0157514471163047
19092,1.0149666437536466
19282,1.0149459758163213
19472,1.0163920718944
19662,1.0176077804713326
19852,1.0168396578250805
20042,1.0154818804148606
20232,1.0157641333230256
20422,1.0172869156492113
20612,1.018174632280657
20802,1.017786754498175
20992,1.016497546711927
