seconds,EDA
70,6.436318908121419
260,6.64878241355441
450,6.822890362856881
640,6.8116336559776265
830,6.704866956057957
1020,6.705855550255166
1210,6.803252046465149
1400,6.827999774116268
1590,6.780797110961621
1780,6.8006331453238404
1970,6.886664945709238
2160,6.9274197605345575
2350,6.912403138280919
2540,6.90860470795534
2730,6.9242051374047415
2920,6.927239520073195
3110,6.920078171472328
3300,6.9208441859555085
3490,6.924166396133902
3680,6.918499431700317
3870,6.9075841308437145
4060,6.897023005784187
4250,6.885045921657916
4440,6.875509409649588
4630,6.877056183590318
4820,6.881298090808572
5010,6.8689533990774825
5200,6.844278630285852
5390,6.829574741647957
5580,6.827819421300684
5770,6.827338136189753
5960,6.8299994223585365
6150,6.841461310888532
6340,6.851482513158913
6530,6.848516287149546
6720,6.836561441629008
6910,6.825296763769488
7100,6.8185317783596515
7290,6.810010242456768
7480,6.78561924537021
7670,6.755952339025471
7860,6.769696393359124
8050,6.836267369291747
8240,6.880382674259344
8430,6.848213555591624
8620,6.785239464715179
8810,6.746044440687339
9000,6.7116819869419775
9190,6.634023435801491
9380,6.5131272091407135
9570,6.427332151210833
9760,6.460472720785574
9950,6.570652280351244
10140,6.619988179783556
10330,6.559981785218683
10520,6.476821088277777
10710,6.457496859081592
10900,6.505274680833937
11090,6.565608369307616
11280,6.586916734447766
11470,6.571679580781788
11660,6.5582383697932425
11850,6.55115758394943
12040,6.525292913178643
12230,6.488943588470353
12420,6.471872789566222
12610,6.471794007609879
12800,6.470673728453122
12990,6.4652087081825
13180,6.449830638195095
13370,6.422017989585995
13560,6.404649340307294
13750,6.413617660755103
13940,6.429337615024769
14130,6.431567138383567
14320,6.4236989694208075
14510,6.411337594935862
14700,6.396236517426168
14890,6.391347659725107
15080,6.405627977434554
15270,6.419997466023867
15460,6.4124090530924045
15650,6.390837476344775
15840,6.373370677455263
16030,6.367545085829643
16220,6.382878773520347
16410,6.4200902407356075
16600,6.449992340957318
16790,6.455027074922848
16980,6.494170917942309
17170,6.644194327023326
17360,6.842070903451296
17550,6.92529154301791
17740,6.87691326215605
17930,6.836990089203935
18120,6.859517959833957
18310,6.874024480113447
18500,6.858844256545526
18690,6.859167738984644
18880,6.866062927421586
19070,6.819371538583073
19260,6.719032543924655
19450,6.642070380664048
19640,6.629598752988628
19830,6.614880600355697
20020,6.521944068666031
20210,6.394945806820085
20400,6.3491378352305885
20590,6.43949959862759
20780,6.624330971891174
20970,6.774153212354678
