seconds,EDA
72,1.0114529379595885
262,1.0119899353684256
452,1.0116539102249804
642,1.0107568936381015
832,1.0115066478591899
1022,1.0132803382050712
1212,1.013833890001398
1402,1.0138432915634628
1592,1.0144637145028763
1782,1.0139904861834492
1972,1.0115504919240847
2162,1.009907815037636
2352,1.0110521803467352
2542,1.0125731332762578
2732,1.0117715079332608
2922,1.0103605769013808
3112,1.0113117337271014
3302,1.0137523706932594
3492,1.0149192437270411
3682,1.0144288790410338
3872,1.013338531530798
4062,1.0122322362121732
4252,1.0120744624232398
4442,1.0132892965200244
4632,1.014102357285366
4822,1.013133557184548
5012,1.0119157356722477
5202,1.0124190187995288
5392,1.0141443498600948
5582,1.0151107023245471
5772,1.0142471010990737
5962,1.0120010373805497
6152,1.0098277469926422
6342,1.009532631976847
6532,1.0113562363099913
6722,1.0131276113798124
6912,1.0130190707921294
7102,1.0111491595362008
7292,1.0086820359769666
7482,1.0081551677029936
7672,1.0111807946941758
7862,1.0141859972098728
8052,1.0126072910848751
8242,1.0087817266123598
8432,1.0087597684717329
8622,1.0126417506590273
8812,1.0147265165890251
9002,1.0129341360751305
9192,1.0113181234227466
9382,1.0122752807156337
9572,1.013255867385913
9762,1.0125577421390326
9952,1.011900325026032
10142,1.0120722711228574
10332,1.0116795899780398
10522,1.0109804035072316
10712,1.0115862393859574
10902,1.0126036914366636
11092,1.0123300220749194
11282,1.0116941635572063
11472,1.011800771576156
11662,1.0118395699787903
11852,1.0116352138168068
12042,1.0118270398842608
12232,1.0112927658914646
12422,1.0091719095417735
12612,1.008323741527686
12802,1.0111627567565509
12992,1.0144959119271086
13182,1.0144984496456355
13372,1.0125719212910942
13562,1.0115680008945738
13752,1.0116649105295257
13942,1.012213157098928
14132,1.0126924940555693
14322,1.0119641950005691
14512,1.010258821290836
14702,1.0100074685232945
14892,1.0119224537131657
15082,1.0136006405291784
15272,1.013857180023499
15462,1.0139826877833134
15652,1.014248920208553
15842,1.0136193674776897
16032,1.0122817988975212
16222,1.0112777646243238
16412,1.0106594261774609
16602,1.0102628379332783
16792,1.0109339327587414
16982,1.012569432559264
17172,1.0132560471371783
17362,1.012561157947654
17552,1.0122545488182777
17742,1.0129117476518144
17932,1.0132598269963813
18122,1.0126737267192474
18312,1.012020384945865
18502,1.011948060149464
18692,1.0116219418162449
18882,1.010343293207699
19072,1.009421730698461
19262,1.0105012212552764
19452,1.0126949121980688
19642,1.0133265937416984
19832,1.0114614491172371
20022,1.0090698667211555
20212,1.0086056605163054
20402,1.0102400058295655
20592,1.0113780317619796
20782,1.0100762726143198
20972,1.0086039092134451
