seconds,EDA
169,0.29161679640686977
359,0.29115841001681625
549,0.2904461913916597
739,0.29087526192162017
929,0.2919008847923357
1119,0.2921096927756696
1309,0.2914297738327586
1499,0.2909164409958413
1689,0.29114011602187384
1879,0.2917039525640284
2069,0.2919464420044835
2259,0.2917932949264537
2449,0.29184543969174936
2639,0.2925069877866443
2829,0.2934607426997598
3019,0.2943257430119259
3209,0.2950919574699504
3399,0.29540399765735953
3589,0.2945854578360911
3779,0.2932583852054419
3969,0.29327571608775976
4159,0.29483857170495176
4349,0.29593953145489404
4539,0.2957081363729359
4729,0.2955328840021322
4919,0.2962937001177352
5109,0.2970989735501973
5299,0.2970986287407419
5489,0.2966418006290219
5679,0.2961770078571613
5869,0.2955321199190028
6059,0.2949081903069134
6249,0.2948549535890597
6439,0.2949768361404287
6629,0.2948653870908996
6819,0.2957132400477081
7009,0.2980784030882549
7199,0.2995260234991269
7389,0.2985322565268282
7579,0.2982558487609953
7769,0.30103010260139984
7959,0.3031980509644789
8149,0.3014147451251712
8339,0.2980542293934859
8529,0.2956055253491051
8719,0.29316442538770626
8909,0.29087655688243025
9099,0.2904674059827606
9289,0.2912424065592343
9479,0.2913529689231293
9669,0.2911668923416602
9859,0.29135878991937725
10049,0.2908133312555921
10239,0.2893274003936541
10429,0.28905232290007377
10619,0.29090498851520197
10809,0.29258200184453786
10999,0.2922946520468717
11189,0.2915906714900892
11379,0.29243816793430816
11569,0.2941197270484915
11759,0.294701604839721
11949,0.2936984105720982
12139,0.29239250261864635
12329,0.29245192760972266
12519,0.2939295476125325
12709,0.29482777269078514
12899,0.2940539566633046
13089,0.2932747237783331
13279,0.29389927726164355
13469,0.29474319273566324
13659,0.29449463550809124
13849,0.2936986514572214
14039,0.29310281329148585
14229,0.2927940464481651
14419,0.2933225918554135
14609,0.2949394071277024
14799,0.29618708774777003
14989,0.2957615056666308
15179,0.2946560977328629
15369,0.2944621161158384
15559,0.2948376099771406
15749,0.2942393513744786
15939,0.2926330409414327
16129,0.29190988970517445
16319,0.2928530250747831
16509,0.2939381677751255
16699,0.2942959838795002
16889,0.2945577697544868
17079,0.2946286950968757
17269,0.2940751816450393
17459,0.2937126357610603
17649,0.2944523094138887
17839,0.29563433603008016
18029,0.2957275774817957
18219,0.29435725046071665
18409,0.2930274118072301
18599,0.29342865501425563
18789,0.29524592791196325
18979,0.29664041305442224
19169,0.2967038210538241
19359,0.2959924857878718
19549,0.2952460071772637
19739,0.2949956843400832
19929,0.2954520871303592
20119,0.29576333878974825
20309,0.29469849701904105
20499,0.2929340126913485
20689,0.2928026675810281
20879,0.2946320231420861
